classes,filtered_text
3,unusual cause piriformis muscle syndrome operative exploration revealed source neural compression pseudoaneurysm inferior gluteal artery adjacent piriformis muscle
3,physician practice diagnosis dementing disorder physician surveyed use dsmiii nincdsadrda diagnostic criterion physician provide mental status test
3,auditory hallucination smaller superior temporal gyral volume schizophrenia smaller size left superior temporal gyrus left amygdala accounted smaller size overall brain temporal lobe
3,distribution alphachain betahexosaminidase mutation taysachs carrier ashkenazi jew tested insertion splice junction adult
3,observation cerebrospinal fluid flow echoplanar magnetic resonance imaging snapshot imaging time m allow detailed demonstration transient intraventricular csf flow pattern possible conventional mri
3,noradrenergic abnormality central nervous system seizurenaive genetically epilepsyprone rat animal experiment protected seizureprovoking stimulus naive seizure
3,aortic calcified plaque cardiovascular disease framingham study result support view atherosclerosis generalized process
3,basilar artery occlusion rat regardless brain stem infarct developed somatosensory evoked potential amplitude recovered greater baseline level hour seven rat returned baseline level hour rat tested
3,brain water content brain blood volume blood chemistry pathology model cerebral edema fluid subsequently tissue primarily enters intracellular compartment
3,optic nerve glioma meningioma primarily affect middleaged adult
3,postcardiotomy mechanical circulatory support elderly combined registry ventricular assist device support ha recently reported overall survival rate patient year age older year
3,infantile systemic hyalinosis newly recognized disorder collagen feature similar reported juvenile hyaline fibromatosis
3,babbling manual mode evidence ontogeny language contrary prevailing account neurological basis babbling language ontogeny speech modality critical babbling
3,comparison continuous subcutaneous intravenous hydromorphone infusion management cancer pain plasma hydromorphone concentration measured h h showed stable steadystate pharmacokinetics mean bioavailability subcutaneous wa intravenous
3,loss chromosome allele human sporadic spinal schwannomas found loss heterozygosity marker long arm chromosome indicating partial total monosomy tumor
3,surgical management exophytic chiasmatichypothalamic tumor childhood patient followup period month year mean month adjuvant therapy following radical surgical resection
3,panic disorder seizure patient diagnostic pitfall recognition second diagnostic entity resulted beneficial change treatment
3,sensory ataxic hemiparesis thalamic hemorrhage perception light touch painful pinprick temperature preserved patient
3,postoperative complication patient disabling psychiatric illness intellectual handicap median hospital stay institutionalized patient wa day matched control
3,unusual blink reflex component patient periodic ataxia addition wa affected diazepam fourth component
3,factor predicting satisfactory home care stroke patient risk le optimal home care caregiver likely depressed le likely married patient average knowledge stroke care reporting family dysfunction
3,prospective observation highrisk neonate highfield tesla magnetic resonance imaging central nervous system intraventricular extracerebral lesion magnetic resonance imaging wa equal benefit head ultrasonography computed tomography diagnosis intraventricular hemorrhage magnetic resonance imaging wa able approximate time onset hemorrhage
3,organ procurement patient fatal head injury prolonged donor hypotension use highdose vasopressor adversely affected allograft survival
3,infarction anterior rostral cerebellum territory lateral branch superior cerebellar artery patient cardiac source embolus
3,midazolaminduced benzodiazepine withdrawal syndrome case history patient developed severe anxiety agitation occasion discontinuation midazolam infusion presented midazolaminduced benzodiazepine withdrawal syndrome case history patient developed severe anxiety agitation occasion discontinuation midazolam infusion presented
3,pseudospasticity guillainbarre syndrome report woman guillainbarre syndrome developed flexion posture right arm hand resembling upper motor neuron dysfunction
3,analysis programmed stimulation method evaluation ventricular arrhythmia patient year old younger mean number extrastimuli preceding induction nonsustained sustained vt vf differ
3,skin epidural recording spinal somatosensory evoked potential following median nerve stimulation correlation absence spinal n impaired pain sense wa interpreted damage central grey matter cord including dorsal horn
3,bacterial meningitis neonate child future study new method modulate meningeal inflammation use monoclonal antibody directed cytokine agent interfere leukocyteendothelial interaction indicated
3,saphenous nerve entrapment caused pe anserine bursitis mimicking stress fracture tibia distal tibial pain initially managed stress fracture resolved pe anserine bursitis wa treated
3,trial brief intermittent neuroleptic prophylaxis selected schizophrenic outpatient clinical social outcome year lower score extrapyramidal effect recorded intermittent treatment group periodic assessment social functioning failed social advantage
3,unusual blink reflex component patient periodic ataxia addition wa affected diazepam fourth component
3,htlvi viralassociated myelopathy blood transfusion multiple trauma patient myelopathy htlvi infection simulates disorder orthopedic interest
3,fracture clivus classification clinical feature patient oblique clival fracture survived multiple cranial nerve palsy addition patient developed carotidcavernous fistula
3,stroke africanamerican evidence cerebral vessel involved ischemic stroke africanamerican differ caucasian
3,comparative study naproxen sodium pizotyline placebo migraine prophylaxis equal efficacy prophylaxis migraine
3,parapharyngeal abscess torticollis recently exposed case wa difficult diagnosis ct neck gave u answer difficulty
3,dwarf locus mutant lacking pituitary cell type result mutation poudomain gene pit disruption gene encoding poudomain transcription factor pit occur characterized allele dwarf locus
3,surgical approach cervicothoracic spine exposure case complication good result
3,transoesophageal pacing perioperative control neonatal paroxysmal supraventricular tachycardia transoesophageal pacing succeeded time overriding svt restoring normal heart rate haemodynamic variable
3,mutation prion protein libyan jew creutzfeldtjakob disease codon lysine mutation prionprotein gene consistently present libyan jew creutzfeldtjakob disease strongly supporting genetic pathogenesis illness
3,attitude major employer employment people epilepsy year study beginning major san francisco bay area employer sampled year interval year period ass attitude employment epileptic worker
3,cost operating supported work program traumatically braininjured individual total staff time cost expended jobsite training advocacy effort
3,intracarotid hydroxyethyl methacrylate solution causing stroke dog literature review reveals little documentation toxicology intravascular hema
3,salmeterol nocturnal asthma double blind placebo controlled trial long acting inhaled beta agonist objective determine inhaled salmeterol new long acting inhaled beta adrenergic agonist reduces nocturnal bronchoconstriction improves sleep quality patient nocturnal asthma taking salmeterol microgram twice daily patient objective improvement quality spending le time awake light min time stage min
3,distribution muscle weakness upper motoneuron lesion affecting lower limb particular joint physiological flexor extensor affected equally hemiparetic paraparetic subject
3,coronary bypass surgery operation different today year seen progressive trend surgically treating older sicker patient complex disease significant reduction best candidate group
3,neonatal monosodium glutamate abolishes corticotropinreleasing factorinduced epileptogenic activity rat effect wa present rat neonatally treated saline wa absent neonatally treated monosodium glutamate msg treatment caused marked change concentration brain neurotransmitter neuropeptides hypothalamic nucleus crf highly concentrated believed induce endocrinologic behavioral effect
3,structural alteration nerve cuff compression initial event expression endoneurial fluid followed compression expression axoplasm cleavage displacement layer myelin
3,comparison algorithm testing use automated evaluation sensation use mean appearance disappearance threshold stimulus increasing exponentially rate noticeable difference jnd unit second interspersion null stimulus bekesy null stimulus provided accurate repeatable fast estimate threshold sensitive
3,centrifugal intensity duration countermeasure soleus muscle atrophy nonweightbearing group receiving h daily treatment g respectively atrophy observed nonweightbearingonly group compared precontrol group
3,progressive coma transsphenoidal decompression pituitary adenoma marked suprasellar extension report case possible explanation complication offered traction attached rd ventricle decompression site causing increased obstructive hydrocephalus vasopressin release surgical manipulation pituitary stalk circumventricular organ causing cerebral edema edema residual tumor secondary surgical manipulation causing hydrocephalus
3,bioactive inactive form tumor necrosis factoralpha spinal fluid patient meningitis agreement previous vitro finding result strongly indicate bioactive tnf alpha oligomers form inactive polymer monomer contribute observed vivo discrepancy immunoreactive bioactive protein
3,isolation complementary dna clone encoding autoantigen recognized antineuronal cell antibody patient paraneoplastic cerebellar degeneration deduced protein consisted amino acid dominated hydrophilic residue calculated relative molecular mass wa predicted value isoelectric point wa complementary sequence deduced protein reported previously showed homology complimentary amino acid genbank embl nbrf database including complementary kd cerebellar protein cdr recognized antipurkinje cell antibody
3,doe carotid restenosis predict increased risk late symptom stroke death survival stroke endpoint likelihood patient restenosis remaining alive stroke free wa greater le stenotic group p
3,radiationinduced cranial nerve palsy hypoglossal nerve vocal cord palsy addition developed bilateral vocal cord palsy month therapy
3,clinical study intracranial nongerminomatous germ cell tumor producing alphafetoprotein remaining patient treated radiation therapy adjuvant chemotherapy cisplatin etoposide alive recurrence month admission
3,caffeine withdrawal mechanism postoperative headache relationship wa found headache patient age sex usual frequency headache consumption alcohol nicotine anesthetic agent adjuvant
3,relation hyperglycemia early ischemic brain infarction cerebral anatomy metabolism clinical outcome severity hypometabolism ischemic region expressed percent asymmetry local cerebral glucose metabolism homologous brain region wa greater patient initial glycemia concentration higher median p le t test
3,anisocoria pigmentary dispersion syndrome studied patient anisocoria pigmentary dispersion syndrome wa blepharoptosis pupil dilated normally cocaine
3,pathogenesis pathophysiology meningitis cns infection usually occurs mean traversal barrier normally exclude viral invasion cns primarily hematogenous dissemination initial site infection
3,earlyonset autosomal dominant retinitis pigmentosa severe hyperopia affected member decreased vision night blindness typical peripheral retinal pigmentary change electroretinographic abnormality characteristic retinitis pigmentosa
3,hla class ii antigen dna restriction fragment length polymorphism myasthenia gravis japan contrast significant difference wa observed patient control complementary dna drb dqa dpb probe
3,cervicogenic headache diagnostic criterion cervicogenic headache diagnostic criterion
3,childhood stroke minor neck trauma case report despite subsequent separate transient episode vertigo child good functional recovery complete restoration language cognitive function
3,evidence motor neuropathy reduced filling rectum chronic intractable constipation external sphincter electromyographic spike activity differ group
3,pain experience intensive care unit patient descriptive experimental research pain characteristic treatment practice icu patient urgently needed
3,clinical feature treatment obstructive sleep apnea current treatment greatest overall effectiveness acceptability nasal continuous positive airway pressure
3,aid visual impairment article provides flavour type range aid available visually impaired person
3,heart rate change autonomic component pain response accordingly heart rate response reflect brief nocifensive reflex induced sensory component subsequently longerlasting response related affective andor cognitive evaluation
3,intraputaminal infusion nerve growth factor support adrenal medullary autograft parkinson s disease measure gait finemotor control
3,hemiplegia posterior cerebral artery occlusion hemiplegia wa infarction lateral midbrain
3,alkalinisation prilocaine intravenous regional anaesthesia alkalinised group significantly le pain injection p surgery p minute tourniquet wa deflated p
3,concurrent intradural extradural meningioma cervical spine review english literature spinal epidural meningioma reveals high incidence concurrent intradural tumor patient epidural meningioma
3,electrophysiology colour perimetry dominant infantile optic atrophy remaining family member normal retinal cortical response recorded standard condition visual field colour vision fm hue normal
3,posterior interosseous nerve palsy repaired endtoend suture required graft repair
3,cardiovascular response arm cranking fnsinduced leg exercise paraplegic contrast alteration circulatory hemodynamics observed c subject
3,cerebral infarction release platelet thromboxane subarachnoid hemorrhage hypodense area caused intracerebral hematoma small deepseated infarct associated significantly elevated release thromboxane b lacunar type infarct associated increased aggregation platelet
3,functional evaluation quadriplegic patient hand neuroprosthesis median success rate ie percentage patient complete activity activity wa hand neuroprosthesis wa hand neuroprosthesis
3,effect calcium antagonist nilvadipine focal cerebral ischemia spontaneously hypertensive rat neurologic improvement observed treated rat area infarct wa significantly reduced group treated immediately hour occlusion middle cerebral artery
3,cost operating supported work program traumatically braininjured individual total staff time cost expended jobsite training advocacy effort
3,research physical medicine rehabilitation gap spanned clinical researcher limited resource
3,neurologic complication cocaine abuse complication appear related hyperadrenergic state induced cocaine treated symptomatically
3,multiple intracranial mucoceles associated phaeohyphomycosis paranasal sinus craniotomy followed bilateral external ethmoidectomy wa necessary complete extirpation infected mucoceles
3,neglected factor chronic pain treatment outcome study referral pattern failure enter attrition failure enter eg exclusion criterion lack available financial support cover cost patient s refusal accept recommendation consequently representativeness treated sample patient s attrition
3,immunofluorescence study cerebral malaria immunofluorescent study demonstrated extravascular deposit p falciparum granular antigen associated acute inflammatory lesion cerebral tissue case
3,repetitive conservative surgery recurrence endometriosis operation wa necessary woman mean period month
3,limited diagnostic investigation obstructive sleep apnea syndrome bradycardia response apnea wa absent percent patient ai greater equal combination respiration movement oximetry recording sufficient information confirm negate diagnosis osas majority patient clinical symptom
3,major histocompatibility complex antigen expression affected tissue amyotrophic lateral sclerosis suggest potential secondary cellmediated activity affected area ongoing mhcrestricted tcell response
3,clinical feature association case motor neuron disease potentially causative clinical association emerged relation wa noted occupational exposure leather product trauma surgical procedure disease
3,cerebral falciparum malaria mimicking thrombotic thrombocytopenic purpura initial diagnosis wa thrombotic thrombocytopenic purpura ttp unknown origin
3,analgesic use study treatment patient migraine prior attending city london migraine clinic wa noticeable taking drug prescribed gp obtainable counter likely group taking drug single type
3,effect age seizure susceptibility genetically epilepsyprone rat geprs geprs provide excellent model inherited latency onset intensity reproducibility dependent age animal
3,analysis programmed stimulation method evaluation ventricular arrhythmia patient year old younger mean number extrastimuli preceding induction nonsustained sustained vt vf differ
3,treatment acute hydrocephalus subarachnoid hemorrhage serial lumbar puncture meningitis ventriculitis wa observed
3,cerebrospinal fluid endothelin level normal neurosurgical patient clinical study literature review measured cerebrospinal fluid level group normal control subarachnoid hemorrhage cerebral vasospasm severe head injury undergoing temporal lobectomy intractable epilepsy gunshot injury thoracic spine
3,clinical dysautonomia patient bronchial asthma result compared group separately found wa alteration measurement intravenous atropine test showed heightened response atopic subject p le
3,recovery time independent function poststroke time admission achievement independent function time onset stroke achievement independent function wa modeled relation explanatory variable age sex lesion comorbidity presence depression extent impairment perception cognition auditory comprehension verbal expression
3,multiple representation contribute body knowledge processing argue system available autotopagnosia independent visuospatial representation body structure postulated damaged inaccessible syndrome
3,anoxic injury mammalian central white matter decreased susceptibility myelindeficient optic nerve optic nerve md rat showed significantly greater recovery compound action potential control optic nerve p le minute anoxia
3,portacaval shunt versus endoscopic sclerotherapy elective treatment variceal hemorrhage concluded portacaval anastomosis effective endoscopic sclerotherapy preventing variceal rebleeding spite greater incidence hepatic encephalopathy
3,optimum result surgical treatment carotid territory ischemia optimal surgical compared optimal medical therapy symptomatic patient optimal nonsurgical therapy asymptomatic patient
3,extrapyramidal feature advanced s syndrome clinical evaluation family history parkinsonian sign appear present lower frequency d advanced ad
3,intraspinal transplant electrophysiological behavioral investigation functional recovery intraspinal transplantation preliminary role transplant treatment human spinal cord injury uncertain
3,role diabetologist evaluating diabetic retinopathy setting fundus photography advised sensitive mean detecting clinically significant retinopathy
3,evaluating oxygen delivery utilization mixed venous saturation monitoring case study approach final case patient problem utilization
3,lymphocytic hypophysitis involvement cavernous sinus hypothalamus involvement cavernous sinus permanent diabetes insipidus ha reported previously
3,cv effectiveness tolerability safety month study galactorrhea present patient disappeared patient pregnant gave birth healthy child
3,evolution energy expenditure nitrogen excretion severe headinjured patient conclusion demonstrate parallelism evolution ee protein catabolism headinjured patient
3,infantile systemic hyalinosis newly recognized disorder collagen feature similar reported juvenile hyaline fibromatosis
3,quantitative evaluation hypnotically suggested hyperaesthesia analgesia painful laser stimulation latency potential remained constant
3,use gadoliniumenhanced magnetic resonance imaging diagnosis management posterior fossa hemangioblastomas gadoliniumenhanced magnetic resonance imaging examination choice preoperative evaluation posterior fossa hemangioblastoma
3,effect thiopental neurologic outcome following coronary artery bypass grafting determine thiopental reduces incidence neurologic sequela coronary artery surgery prospectively studied patient undergoing coronary artery bypass grafting greater number patient receiving thiopental required inotropic drug separation cpb
3,discriminant validity study negative symptom special focus depression antipsychotic medication negative symptom remarkably consistent patient schizophrenia despite pharmacological intervention
3,cognitive behavioural impairment elderly people institution providing different level care conclusion cognitive behavioural impairment wa widespread institution regardless level care
3,evidence local immune activation cystic brain tumor result indicate local immunoglobulin synthesis malignant cystic brain tumor
3,multiple cranial nerve deficit ethylene glycol poisoning threemonth followup patient demonstrated moderate functional recovery
3,myasthenia gravis disability myasthenia gravis large extent reversible death preventable
3,neglected factor chronic pain treatment outcome study referral pattern failure enter attrition failure enter eg exclusion criterion lack available financial support cover cost patient s refusal accept recommendation consequently representativeness treated sample patient s attrition
3,timing topography cerebral blood flow aura headache migraine attack result suggest simple model migraine attack pathological disturbance cerebral hemisphere cause aura symptom time delay cause headache stimulating local vascular nociceptors
3,total knee arthroplasty rheumatoid arthritis total condylar prosthesis patellar resurfacing better score pain point polycentric prosthesis patellofemoral resurfacing point
3,multimodality evoked potential testing acute mild closed head injury patient abnormal evoked potential response greater standard deviation mean testing
3,effect alpha agonist bladder function cord histology spinal injury retracted wei r tomasula jj sotologo jr jr j urol aug spinal injury cat accompanied urinary bladder hind limb dysfunction treatment guanabenz post traumatic injury result decreased cavitation
3,obstructive sleep apnoea child undergoing routine tonsillectomy adenoidectomy stepwise regression analysis showed large contribution grading wa size oropharyngeal airway measured lateral cephalometry
3,sexual behavior sample female epilepsy hyposexuality exhibitionism psychosexual disorder frequently noted
3,normeperidineinduced seizure hereditary coproporphyria meperidine commonly pain control acute attack patient report suggests meperidine good analgesic choice porphyria
3,elevated serum bromide concentration following repeated halothane anaesthesia child serum bromide concentration demonstrated fourfold change period ranging peak level meql microgramskg fifth week treatment decreasing le meql le microgramsml week following end treatment
3,atelectasis affect rate arterial desaturation obstructive apnea dsaodt wa independent apnea duration s endobronchial occlusion apnea dsaodt increased nadir sao wa significantly lower
3,effect continuous drainage cerebrospinal fluid patient subarachnoid hemorrhage retrospective analysis patient cerebral infarction hydrocephalus sah found statistically associated p le
3,progressive degeneration right temporal lobe studied positron emission tomography positron emission tomography pet revealed area right temporal lobe hypometabolism additional area le severe hypometabolism left temporal pole
3,analysis prognostic factor clinicopathological staging thymoma prognostic value clinical variable age sex patient association myasthenia gravis clinical stage histological type wa analyzed consecutive patient thymoma histologically classified cortical medullary mixed degree significance model higher p le clinical stage histological type considered individually validity supported result multivariate analysis according cox regression model p
3,reappraisal surgical treatment traumatic transection thoracic aorta occur patient time le minute happened patient time minute patient clamp time minute
3,movement disorder limb movement basal ganglion specifically damage sustained central nervous system traced certain structure provide insight extent involvement functional role structure control movement
3,differential reading recovery patient severe moderate closed head injury maximal recovery reading function occurred month trauma occurring month
3,iris williams syndrome stellate pattern wa noted iris patient williams syndrome control subject wa difficult detect wa absent heavily pigmented iris
3,recurrence acoustic neurilemoma malignant spindlecell neoplasm patient stigma von recklinghausen s disease
3,hla class ii antigen dna restriction fragment length polymorphism myasthenia gravis japan contrast significant difference wa observed patient control complementary dna drb dqa dpb probe
3,panic disorder cardiovascularcerebrovascular problem result community survey adjustment demographic difference group risk wa higher
3,ventilatory function predictor fatal stroke conclusion measurement ventilatory function assist clinical decision treat mild hypertension
3,cerebrospinal fluid rhinorrhea following acoustic neurinoma surgery mastoid air cell exposed craniectomy skeletonized packed bone dust covered surgicel soaked tisseel fibrin glue
3,thrombolytic therapy noncoronary disease thrombolytic therapy ha le extensively acute stroke
3,multicenter trial lcarnitine maintenance hemodialysis patient midarm circumference triceps skinfold thickness measured carnitine placebo treated patient
3,infarction anterior rostral cerebellum territory lateral branch superior cerebellar artery patient cardiac source embolus
3,retrovirusinduced spongiform myeloencephalopathy mouse regional distribution infected target cell neuronal loss occurring absence viral expression neuron regional distribution spongiform change appears laid early following infection expression detected day postinfection region diseased
3,gunshot wound cervical spine author current treatment recommendation patient include selective wound management observation retained intracanal bullet fragment patient complete lesion
3,outpatient sedation essential addition gynecologic care person mental retardation adverse effect medication noted
3,total knee arthroplasty rheumatoid arthritis total condylar prosthesis patellar resurfacing better score pain point polycentric prosthesis patellofemoral resurfacing point
3,physical feature praderwilli syndrome neonate feature included disproportionately large head circumference disproportionately large anterior fontanelle mild micrognathia mild anomaly gingiva alveolar ridge change appearance skin
3,rapid eye movement sleep deprivation probe elderly subject finding demonstrated greater plasticity rem sleep regulation healthy elderly control subject suggested higher rem pressure ceiling effect depressed patient
3,neonatal monosodium glutamate abolishes corticotropinreleasing factorinduced epileptogenic activity rat effect wa present rat neonatally treated saline wa absent neonatally treated monosodium glutamate msg treatment caused marked change concentration brain neurotransmitter neuropeptides hypothalamic nucleus crf highly concentrated believed induce endocrinologic behavioral effect
3,cauda equina syndrome continuous spinal anesthesia maldistribution local anesthetic suspected indicated focal sensory block use maneuver increase spread local anesthetic recommended
3,ichthyosis mental retardation asymptomatic spasticity ultrastructural study skin patient revealed morphologically abnormal epidermal lamellar body unlike seen neutral lipid storage disease ichthyosis
3,cerebrospinal fluid rhinorrhea following acoustic neurinoma surgery mastoid air cell exposed craniectomy skeletonized packed bone dust covered surgicel soaked tisseel fibrin glue
3,intrathecal morphine mg versus epidural bupivacaine combination effect parturients course labor wa studied prior use morphine significantly prolonged duration stage labor total duration labor
3,delayed facial nerve palsy temporal lobectomy epilepsy report case discussion possible mechanism facial function recovered fully patient week
3,magnetic resonance imaging tomographic evaluation occlusal appliance treatment advanced internal derangement temporomandibular joint concluded concept disc capture clinical term perceived clinical success lead assumption actual change intraarticular anatomic relationship ha occurred
3,oculobulbar myasthenic symptom sole sign tumour involving compressing brain stem patient tumour involving compressing brain stem described initial clinical symptom fluctuating paresis external ocular muscle andor pharyngeal muscle neurological deficit led primary diagnosis focal myasthenia
3,new approach rehabilitation traumatic high level quadriplegic elimination tracheostomy permitted significant free time glossopharyngeal breathing patient measurable vital capacity
3,disabled driver unmet challenge involved subsequent traffic accident
3,cauda equina syndrome continuous spinal anesthesia maldistribution local anesthetic suspected indicated focal sensory block use maneuver increase spread local anesthetic recommended
3,clinical electrographic effect acute anticonvulsant withdrawal epileptic patient highest risk partial secondary generalized seizure occurred absent subtherapeutic rapidly falling aed level
3,systemic alphaadrenergic blockade phentolamine diagnostic test sympathetically maintained pain patient experienced greater relief pain hyperalgesia lasb phb considered clinically significant component smp
3,comparison functional structural brain disturbance wilson s disease neurologically symptomatic asymptomatic patient assessed eps n imaging n abnormality prolonged ep conduction time imagingoutlined presence cerebral lesion brain atrophy
3,effect cyproheptadine locomotion spasticity patient spinal cord injury contrast patient showed marginal change emg kinematic pattern eventually managed walk higher speed
3,largescale neurocognitive network distributed processing attention language memory network contains anatomically addressed channel transferring information content chemically addressed pathway modulating behavioral tone
3,synaptic transmission human neocortex removed treatment intractable epilepsy child competitive antagonist nmethyldaspartate receptor dlaminophosphonopentanoic acid decreased duration bicucullineinduced burst
3,randomised doubleblind placebocontrolled trial nimodipine acute stroke adl neurological score suggested delayed recovery nimodipine group week
3,sensory visual testing idiopathic intracranial hypertension measure sensitive change generalized improvement followed central inferior paracentral area
3,type hypersensitivity rubber patient coexisting spina bifida undergone surgery development rubber allergy
3,longterm followup cemented total hip arthroplasty rheumatoid arthritis relatively high rate wound healing problem sepsis systemic immune nature rheumatoid arthritis prosthetic hip failed risk future failure
3,effect antihypertensive therapy mechanic cerebral arteriole rat cilazapril wa effective hydralazine reducing pial arteriolar pressure mm hg cilazapril versus mm hg hydralazine compared mm hg untreated wky rat
3,educational policy personal assessment monitoring progress form equally important child s educational program integrated school need develop suitable instrument assist teacher assessment decision making
3,unusual cause piriformis muscle syndrome operative exploration revealed source neural compression pseudoaneurysm inferior gluteal artery adjacent piriformis muscle
3,urologic function experimental cauda equina compression cmgs sensitive severe compression wa achieved
3,primary intracerebral sarcoma childhood case report electronmicroscope study case primary intracerebral sarcoma described yearold girl
3,pain common bile duct injection ercp doe indicate sphincter oddi dysfunction wa correlation pain contrast injection elevated basal sphincter oddi pressure delayed common bile duct drainage bile duct dilation abnormal liver enzyme
3,disabled driver unmet challenge involved subsequent traffic accident
3,quantitation skin vasomotor control normal subject diabetic patient autonomic neuropathy rate skin temperature decrease hand foot cooling wa actual parameter quantitate skin vasomotor control wa significantly reduced diabetic group compared healthy control subject
3,spatial dispersion magnetic stimulation peripheral nerve finding best explained longitudinal dispersion stimulus induced magnetic coil relative conventional electrical stimulation large fiber stimulated away coil small
3,recovery profile desfluranenitrous oxide versus isofluranenitrous oxide outpatient furthermore visual analog score indicated patient receiving desflurane experienced significantly le discomfort pain drowsiness fatigue clumsiness confusion early postoperative period
3,idiopathic seizure adult life treated treatment wa initiated patient recurrence patient completely controlled sporadic seizure free seizure year despite treatment
3,clinical analysis shortterm prognosis neonate subependymal cyst correlation exist shortterm prognosis clinical factor cranial sonographic finding
3,perivascular innervation cerebral artery spontaneously hypertensive rat immunohistochemical study contrast cholinergic nerve fiber vasoactive intestinal polypeptide substance pcontaining nerve fiber indicative vasodilator nerve remained unchanged cerebral artery spontaneously hypertensive rat compared finding wistarkyoto rat
3,orthostatic hypotension spinal cord injury treatment fludrocortisone ergotamine report neural renal hormonal blood pressure regulatory mechanism described
3,cerebral atrophy habitual cocaine abuser planimetric ct study habitual cocaine abuser wa positive correlation approximate duration cocaine abuse calculated atrophy index
3,naproxen sodium menstrual migraine prophylaxis doubleblind placebo controlled study headache intensity duration number day headache analgesic consumption significantly reduced nxs compared pl
3,implantable neurocybernetic prosthesis system electrode group patient found break unacceptable rate
3,clinoidal meningioma total removal wa achieved patient group ii death pulmonary embolism
3,child recurrent syncope autonomic function testing betaadrenergic hypersensitivity inappropriate heart rate response standing elicit bezoldjarisch reflex resulting bradycardia hypotension patient
3,alcohol consumption risk factor hemorrhagic nonhemorrhagic stroke individual risk subarachnoid hemorrhage intracerebral hemorrhage cerebral infarction men woman combined
3,nitrous oxide doe alter infarct volume rat undergoing reversible middle cerebral artery occlusion neurologic difference nitrogen group experimental interval group exhibited deficit h postischemia relative preischemic value
3,role conditioning verbal expectancy placebo response subject response compared placebo cream iontophoretic pain stimulation
3,correlation clinical computed tomographic finding stroke patient hand computed tomography failed visualize cerebrovascular lesion patient lesion wa clinically obvious
3,quantitative evaluation hypnotically suggested hyperaesthesia analgesia painful laser stimulation latency potential remained constant
3,change basal dendrite cortical pyramidal cell alcoholic patient quantitative golgi study change arbor terminal branch consistent model dendritic plasticity
3,visual evoked potential monitoring optic nerve function surgery transient abolition vep wa seen circumstance correlate outcome surgery absence previously normal vep minute surgical manipulation orbit correlation post operative impairment vision
3,type hypersensitivity rubber patient coexisting spina bifida undergone surgery development rubber allergy
3,reflex sympathetic dystrophy syndrome consensus report ad hoc committee american association hand surgery definition reflex sympathetic dystrophy syndrome priority emergency care acute injury systemic illness psychiatric problem chronic anatomic problem order
3,type hypersensitivity rubber patient coexisting spina bifida undergone surgery development rubber allergy
3,reliability death certificate diagnosis associated cause consistently underestimated initial certifiers compared reviewer
3,disease delirium managing declining elderly patient delirium transient syndrome present psychiatric symptom usually manifestation organic disorder undetected untreated fatal
3,recurrent meningitis patient congenital deficiency c component complement family study revealed complete deficiency patient s healthy brother halfnormal concentration sister son experienced episode bacterial meningitis niece consistent inherited deficiency
3,recurrent thoracic outlet syndrome use lifetable method reoperation improved year success rate transaxillary rib resection scalenectomy
3,recurrent meningitis patient congenital deficiency c component complement family study revealed complete deficiency patient s healthy brother halfnormal concentration sister son experienced episode bacterial meningitis niece consistent inherited deficiency
3,mild head injury classification global outcome month wa better patient mild chi patient complicated mild moderate injury
3,role diencephalic pathology human memory disorder study demonstrates marked relatively focal memory disorder diencephalic injury occur direct pathology body thalamus
3,relationship duration spinal cord ischemia postoperative neurologic deficit animal nmeps provide surgeon time initiation intervention technique sep
3,intracranial pressure cerebrospinal fluid outflow conductance healthy subject mean cout wa mlminmm hg lower confidence level wa mlminmm hg
3,role methanethiol pathogenesis hepatic encephalopathy patient hepatic encephalopathy significant correlation wa found concentration methionine methylthiooxobutyrate methylthiooxobutyrate methanethiolmixed disulfides supporting theory methanethiol formed way methionine transamination pathway
3,reflex sympathetic dystrophy clavicle fracture case report medline search language world s literature present yielded report association clavicle fracture pain syndrome
3,germ cell tumor testis patient von hippellindau disease germ cell testicular tumor previously undescribed entity association von hippellindau disease
3,axial loading injury middle cervical spine segment instance bilateral facet dislocation reduction wa achieved closed open method wa neurologic recovery patient survived injury
3,progressive coma transsphenoidal decompression pituitary adenoma marked suprasellar extension report case possible explanation complication offered traction attached rd ventricle decompression site causing increased obstructive hydrocephalus vasopressin release surgical manipulation pituitary stalk circumventricular organ causing cerebral edema edema residual tumor secondary surgical manipulation causing hydrocephalus
3,prospective observation highrisk neonate highfield tesla magnetic resonance imaging central nervous system basal ganglion hemorrhage multicystic encephalomalacia strongly associated history perinatal asphyxia seizure early abnormal neurological status
3,catecholaminergic system medulla oblongata parkinsonian syndrome quantitative immunohistochemical study parkinson s disease progressive supranuclear palsy striatonigral degeneration sparing medullary catecholaminergic cell pd psp related minor degree melanization possibility intermediate compound associated oxidative catabolism norepinephrine epinephrine le cytotoxic generated degradation dopamine
3,radiographic manifestation anomaly brain imaging option delineation anomaly basic understanding disorder central effective choice imaging modality
3,alexia agraphia associated spleniogeniculate infarction pure alexia following infarction distribution left posterior cerebral artery attributed damage left occipital lobe splenium corpus callosum
3,epithelial cyst fourth ventricle prominent histological finding suggest pathogenesis cyst based immunohistochemical ultrastructural study cyst fluid contained significant carcinoembryonic antigen
3,vigabatrin rational treatment chronic epilepsy commonest effect drowsiness depression mood instability headache
